timestamp,elapsedtime
2017-05-18 22:58:38," 553
"
2017-05-18 22:58:40," 693
"
2017-05-18 22:58:42," 445
"
2017-05-18 22:58:43," 516
"
2017-05-18 22:58:46," 355
"
2017-05-18 22:58:47," 671
"
2017-05-18 22:58:49," 473
"
2017-05-18 22:58:51," 628
"
2017-05-18 22:58:52," 586
"
2017-05-18 22:58:56," 679
"
